text,word_count,focus_word,predictability,field,category
GIS seem to provide many advantages in teaching geography because they allow for analyses based on real geographic data and also help raise many research questions from teachers and students in classrooms.,32,geography,1.25,geography,long
"Oftentimes, the type of audience an orienteering map is made for is in a particular industry or occupation.",18,map,0.7,geography,short
"Historians have put its date of creation around 1620, but there is debate in this regard.",16,date,0.6,geography,short
"One example is a spatial extension to Object-relational database software, which defines a geometry datatype so that spatial data can be stored in relational tables, and extensions to SQL for spatial analysis operations such as overlay.",36,spatial,0.8,geography,long
"The work of Pedro Nunes (1502-1578), one of the great mathematicians, is remembered in the navigation context for the determination of the loxodromic curve: the shortest course between two points on the surface of a sphere represented onto a two-dimensional map.",41,navigation,1.15,geography,very_long
"The simplest of these models may be linear models, but it is common to deploy non-linear components to represent some general aspects of a catchment's response without going deeply into the real physical processes involved.",35,models,0.9,geography,long
"With regard to valley forms, for example, uniformitarianism posited a sequence in which a river runs through a flat terrain, gradually carving an increasingly deep valley, until the side valleys eventually erode, flattening the terrain again, though at a lower elevation.",41,valley,1.25,geography,very_long
They combine general map elements with thematic attributes in order to design a map with a specific audience in mind.,20,map,1.35,geography,short
"A couple of examples might be a dot map showing corn production in Indiana or a shaded area map of Ohio counties, divided into numerical choropleth classes.",27,map,0.9,geography,medium
"Limning meant adding silver and gold leaf to the map to illuminate lettering, heraldic arms, or other decorative elements.",19,map,0.8,geography,short
GIS seem to provide many advantages in teaching geography because they allow for analyses based on real geographic data and also help raise many research questions from teachers and students in classrooms.,32,geography,1.25,geography,long
"Oftentimes, the type of audience an orienteering map is made for is in a particular industry or occupation.",18,map,1.15,geography,short
"Historians have put its date of creation around 1620, but there is debate in this regard.",16,date,1.05,geography,short
"One example is a spatial extension to Object-relational database software, which defines a geometry datatype so that spatial data can be stored in relational tables, and extensions to SQL for spatial analysis operations such as overlay.",36,spatial,0.8,geography,long
"The work of Pedro Nunes (1502-1578), one of the great mathematicians, is remembered in the navigation context for the determination of the loxodromic curve: the shortest course between two points on the surface of a sphere represented onto a two-dimensional map.",41,navigation,0.7,geography,very_long
"The simplest of these models may be linear models, but it is common to deploy non-linear components to represent some general aspects of a catchment's response without going deeply into the real physical processes involved.",35,models,0.9,geography,long
"With regard to valley forms, for example, uniformitarianism posited a sequence in which a river runs through a flat terrain, gradually carving an increasingly deep valley, until the side valleys eventually erode, flattening the terrain again, though at a lower elevation.",41,valley,1.25,geography,very_long
They combine general map elements with thematic attributes in order to design a map with a specific audience in mind.,20,map,1.35,geography,short
"A couple of examples might be a dot map showing corn production in Indiana or a shaded area map of Ohio counties, divided into numerical choropleth classes.",27,map,0.9,geography,medium
"Limning meant adding silver and gold leaf to the map to illuminate lettering, heraldic arms, or other decorative elements.",19,map,0.8,geography,short
"Any variable that can be located spatially, and increasingly also temporally, can be referenced using a GIS.",17,spatially,0.8,geography,short
"In 1689, representatives of the Russian tsar and Qing Dynasty met near the border town of Nerchinsk, which was near the disputed border of the two powers, in eastern Siberia.",30,border,1.25,geography,medium
"Al-Idrisi also made an estimate of the circumference of the world, accurate to within 10%.",15,circumference,0.9,geography,short
"Starting in the late 1990s with the emergence of the Internet, server GIS has been developed as another mechanism for providing GIS capabilities.",23,Internet,0.7,geography,medium
An example of this kind of map would be a municipal utility map.,13,map,1.35,geography,short
"History and development While digital GIS dates to the mid-1960s, when Roger Tomlinson first coined the phrase ""geographic information system"", many of the geographic concepts and methods that GIS automates date back decades earlier.",34,GIS,0.9,geography,long
The fundamental objectives of traditional cartography are to: Set the map's agenda and select traits of the object to be mapped.,21,map,0.9,geography,medium
These estimates are important for engineers and economists so that proper risk analysis can be performed to influence investment decisions in future infrastructure and to determine the yield reliability characteristics of water supply systems.,34,risk,0.6,geography,long
"This also eliminated the need for engraving, which further speeded up map production.",13,engraving,1.15,geography,short
"Maps furthered imperialism and colonization of Africa in practical ways by showing basic information like roads, terrain, natural resources, settlements, and communities.",22,Africa,0.8,geography,medium
Depictions of Africa are a common target of deconstructionism.,9,Africa,0.8,geography,short
"The changes under critical geography have led to contemporary approaches in the discipline such as feminist geography, new cultural geography, settlement geography, ""demonic"" geographies, and the engagement with postmodern and post-structural theories and philosophies.",34,geography,1.35,geography,long
"It is claimed that the Europeans promoted an ""epistemological"" understanding of the map as early as the 17th century.",19,map,0.7,geography,short
"For example, the exact geo-location or the neighborhood of apartments can be collected from online real estate listing websites.",19,apartments,1.25,geography,medium
"Scholar-official Du Yu (222–285) of the Western Jin dynasty predicted that two monumental stelae recording his achievements, one buried at the foot of a mountain and the other erected at the top, would eventually change their relative positions over time as would hills and valleys.",45,mountain,0.6,geography,very_long
"Relative significance of each driving force mechanism The vector of a plate's motion is a function of all the forces acting on the plate; however, therein lies the problem regarding the degree to which each process contributes to the overall motion of each tectonic plate.",45,plate,0.9,geography,very_long
"Surface water flow Hydrology considers quantifying surface water flow and solute transport, although the treatment of flows in large rivers is sometimes considered as a distinct topic of hydraulics or hydrodynamics.",31,flow,0.8,geography,long
"Multi-criteria decision analysis Coupled with GIS, multi-criteria decision analysis methods support decision-makers in analysing a set of alternative spatial solutions, such as the most likely ecological habitat for restoration, against multiple criteria, such as vegetation cover or roads.",38,GIS,0.9,geography,very_long
"Similarly, an expected thalweg of where surface water would want to travel in intermittent and permanent streams can be computed from elevation data in the GIS.",26,streams,0.7,geography,medium
"The important step Hess made was that convection currents would be the driving force in this process, arriving at the same conclusions as Holmes had decades before with the only difference that the thinning of the ocean crust was performed using Heezen's mechanism of spreading along the ridges.",48,currents,1.15,geography,very_long
"Hydrology (from Greek ὕδωρ, hýdōr meaning ""water"" and λόγος, lógos meaning ""study"") is the scientific study of the movement, distribution, and management of water on Earth and other planets, including the water cycle, water resources, and environmental watershed sustainability.",39,water,1.35,geography,long
"It is roughly synonymous with geoinformatics and part of the broader geospatial field, which also includes GPS, remote sensing, etc.",20,geospatial,0.8,geography,short
"Adverse outcome can come through changes in average temperatures, rainfall, and climate extremes (e.g., heat waves); changes in pests and diseases; changes in atmospheric carbon dioxide and ground-level ozone concentrations; changes in the nutritional quality of some foods; and changes in sea level.",43,changes,0.9,geography,very_long
"Digital elevation models, triangulated irregular networks, edge-finding algorithms, Thiessen polygons, Fourier analysis, (weighted) moving averages, inverse distance weighting, kriging, spline, and trend surface analysis are all mathematical methods to produce interpolative data.",32,mathematical,1.25,geography,long
"In developing a digital topographic database for a GIS, topographical maps are the main source, and aerial photography and satellite imagery are extra sources for collecting data and identifying attributes which can be mapped in layers over a location facsimile of scale.",42,topographical,0.9,geography,very_long
"Slope and aspect can then be used to determine direction of surface runoff, and hence flow accumulation for the formation of streams, rivers and lakes.",25,flow,0.8,geography,medium
"In England in the mid 1990s, hybrid kite/balloons called helikites first pioneered the use of compact airborne digital cameras as airborne geo-information systems.",23,airborne,1.15,geography,medium
"It supported a national coordinate system that spanned the continent, coded lines as arcs having a true embedded topology and it stored the attribute and locational information in separate files.",30,coordinate,0.7,geography,medium
"Geomorphology as a field has several sub-fields that deal with the specific landforms of various environments e.g. desert geomorphology and fluvial geomorphology; however, these sub-fields are united by the core processes which cause them, mainly tectonic or climatic processes.",39,geomorphology,1.35,geography,very_long
"The most significant consequence of this systematized knowledge was the negotiation of the Treaty of Tordesillas in 1494, moving the line of demarcation 270 leagues to the west (from 100 to 370 leagues west of the Azores), bringing what is now Brazil into the Portuguese area of domination.",48,Treaty,0.6,geography,very_long
"Parts of hydrology concern developing methods for directly measuring these flows or amounts of water, while others concern modeling these processes either for scientific knowledge or for making a prediction in practical applications.",33,water,1.25,geography,long
"The GIS display depends on the viewing point of the observer and time of day of the display, to properly render the shadows created by the sun's rays at that latitude, longitude, and time of day.",36,display,0.7,geography,long
"The second important process is the theory of evolution by Darwin in mid-century (which decisively influenced the work of Friedrich Ratzel, who had academic training as a zoologist and was a follower of Darwin's ideas) which meant an important impetus in the development of Biogeography.",45,evolution,0.8,geography,very_long
"Advances in mechanical devices such as the printing press, quadrant, and vernier allowed the mass production of maps and the creation of accurate reproductions from more accurate data.",28,maps,0.9,geography,medium
"As basic terrain analysis of a digital elevation model (DEM) involves calculation of slope and aspect, DEMs are very useful for hydrological analysis.",23,analysis,1.15,geography,medium
"The oldest extant Chinese maps come from the State of Qin, dated back to the 4th century BCE, during the Warring States period.",23,maps,0.9,geography,medium
"Although cartography has been a target of much criticism in recent decades, a cartographer's 'black box' always seemed to be naturally defended to the point where it overcame the criticism.",30,criticism,0.8,geography,long
"All projections distort this surface, but the cartographer can be strategic about how and where distortion occurs.",17,distortion,1.25,geography,short
"The invention of the magnetic compass, telescope and sextant enabled increasing accuracy.",12,accuracy,0.9,geography,short
Existing printing presses can be used to create the prints rather than having to create a new one.,18,prints,1.35,geography,short
"Marcus Vitruvius, in the first century BC, described a philosophical theory of the hydrologic cycle, in which precipitation falling in the mountains infiltrated the Earth's surface and led to streams and springs in the lowlands.",35,mountains,0.8,geography,long
Mapmakers use design principles to guide them in constructing a map that is effective for its purpose and audience.,19,map,0.9,geography,short
"A GIS was used to register and combine the two images to render the three-dimensional perspective view looking down the San Andreas Fault, using the Thematic Mapper image pixels, but shaded using the elevation of the landforms.",37,images,0.7,geography,long
Remotely sensed data also plays an important role in data collection and consist of sensors attached to a platform.,19,data,1.25,geography,short
"As part of this work, a smaller, circular map was made depicting the south on top and Arabia in the center.",21,map,0.9,geography,medium
"The study's recommendations ranged from improving the use of climate information in local planning and strengthening weather-based agro-advisory services, to stimulating diversification of rural household incomes and providing incentives to farmers to adopt natural resource conservation measures to enhance forest cover, replenish groundwater and use renewable energy.",47,farmers,0.6,geography,very_long
"By the spatial perspectives they provide, maps help shape how we view the world.",14,maps,1.35,geography,short
"Viewshed analysis predicts the impact that terrain has on the visibility between locations, which is especially important for wireless communications.",20,visibility,0.8,geography,medium
"Maize accounts for nearly half of the cultivated land in Southern Africa, and under future climate change, yields could decrease by 30% Temperatures increases also encourage a wide spread of weeds and pests In December 2019, 45 million peoples in southern Africa required help because of crop failure.",48,climate,0.7,geography,very_long
"The government of the UK produces the classic 1:50,000 (replacing the older 1 inch to 1 mile) ""Ordnance Survey"" maps of the entire UK and with a range of correlated larger- and smaller-scale maps of great detail.",37,maps,0.9,geography,long
"History of the theory Italian polymath Leonardo da Vinci was the first to theorize that mountains gradually rise from the oceans, explaining why they have fossils of marine life.",29,mountains,1.25,geography,long
"The map's depiction of trading routes, a compass rose, and scale bar points to the culmination of many map-making techniques incorporated into Chinese mercantile cartography.",25,map,0.9,geography,medium
Regulations driving the studies In the United States the National Environmental Policy Act (NEPA) of 1969 set forth requirements for analysis of federal government actions (such as highway construction projects and land management decisions) in terms of specific environmental criteria.,40,environmental,0.8,geography,very_long
"The society serves as a forum for the exchange of original concepts, techniques, approaches, and experiences by those who design, implement, and use cartography, geographical information systems, and related geospatial technologies.",31,cartography,0.9,geography,long
"In woodcut, the map image is created as a relief chiseled from medium-grain hardwood.",14,woodcut,1.35,geography,short
"In the 20th century, aerial photography, satellite imagery, and remote sensing provided efficient, precise methods for mapping physical features, such as coastlines, roads, buildings, watersheds, and topography.",27,mapping,1.25,geography,medium
"Primary industry The UK's primary industry sector was once dominated by the coal industry, heavily concentrated in south Wales, Midlands (north and south Staffordshire, Derbyshire , Warwickshire and Nottinghamshire etc.), Yorkshire, North East England (Northumberland and Durham) and southern Scotland (Fife and Midlothian).",43,coal,0.9,geography,very_long
It remained the most accurate world map for the next three centuries.,12,map,1.35,geography,short
"As the volume of geographic data has exploded over the last century, thematic cartography has become increasingly useful and necessary to interpret spatial, cultural and social data.",27,data,0.8,geography,medium
"Snow achieved this through plotting the residence of each casualty on a map of the area, as well as the nearby water sources.",23,map,0.9,geography,medium
"Since the 1950s, hydrology has been approached with a more theoretical basis than in the past, facilitated by advances in the physical understanding of hydrological processes and by the advent of computers and especially geographic information systems (GIS).",38,hydrology,1.25,geography,long
"Ecologists might investigate the relationship between a population of organisms and some physical characteristic of their environment, such as concentration of a chemical; or they might investigate the interaction between two populations of different organisms through some symbiotic or competitive relationship.",41,organisms,0.8,geography,very_long
This was one of the earliest successful uses of a geographic methodology in pinpointing the source of an outbreak in epidemiology.,21,outbreak,0.7,geography,medium
"Fine lettering is difficult in woodcut, where it often turned out square and blocky, contrary to the stylized, rounded writing style popular in Italy at the time.",27,woodcut,0.9,geography,medium
"Locations or extents in Earth space–time may be recorded as dates/times of occurrence, and x, y, and z coordinates representing, longitude, latitude, and elevation, respectively.",25,coordinates,1.15,geography,medium
"Glaciers can cause extensive erosion and deposition in a short period of time, making them extremely important entities in the high latitudes and meaning that they set the conditions in the headwaters of mountain-born streams; glaciology therefore is important in geomorphology.",41,glaciers,1.35,geography,very_long
"An example of this is the Sierra Nevada Range, where delamination created a block 650 km long and 80 km wide that consists of many individual portions tipped gently west, with east facing slips rising abruptly to produce the highest mountain front in the continental United States.",47,delamination,0.6,geography,very_long
Recent research in hydrological modeling tries to have a more global approach to the understanding of the behavior of hydrologic systems to make better predictions and to face the major challenges in water resources management.,35,hydrological,0.9,geography,long
"Once these points were marked, he was able to identify the water source within the cluster that was responsible for the outbreak.",22,points,1.05,geography,medium
"For example, if all of the lines in a street network were accidentally moved 10 meters to the East, they would be inaccurate but still consistent, because they would still properly connect at each intersection, and network analysis tools such as shortest path would still give correct results.",48,network,0.8,geography,very_long
"The uncounted plural, geographic information systems, also abbreviated GIS, is the most common term for the industry and profession concerned with these systems.",23,systems,1.25,geography,medium
"Spatial analysis with GIS GIS spatial analysis is a rapidly changing field, and GIS packages are increasingly including analytical tools as standard built-in facilities, as optional toolsets, as add-ins or 'analysts'.",31,analysis,0.9,geography,long
"It focuses on describing and analyzing the ways language, religion, economy, government, and other cultural phenomena vary or remain constant from one place to another and on explaining how humans function spatially.",32,cultural,0.8,geography,long
"See also Continental Glaciation Ice cap International Glaciological Society (IGS) International Association of Cryospheric Sciences (IACS) Irish Sea Glacier List of glaciers Cryosphere Notes References Benn, Douglas I. and David J. A. Evans.",33,glaciers,0.9,geography,very_long
"Its purpose may be as broad as teaching the major physical and political features of the entire world, or as narrow as convincing a neighbor to move a fence.",29,features,0.7,geography,medium
"Interpolation is the process by which a surface is created, usually a raster dataset, through the input of data collected at a number of sample points.",26,surface,0.8,geography,medium
"Starting in the late 1970s, many software packages have been created specifically for GIS applications, including commercial programs such as Esri, ArcGIS, Autodesk and MapInfo Professional and open source programs such as QGIS, GRASS GIS and MapGuide.",37,GIS,1.35,geography,long
"The greater density of old lithosphere relative to the underlying asthenosphere allows it to sink into the deep mantle at subduction zones, providing most of the driving force for plate movement.",31,lithosphere,1.25,geography,long
"Biogeographic regionalisations There are many types of biogeographic units used in biogeographic regionalisation schemes, as there are many criteria (species composition, physiognomy, ecological aspects) and hierarchization schemes: biogeographic realms (ecozones), bioregions (sensu stricto), ecoregions, zoogeographical regions, floristic regions, vegetation types, biomes, etc.",42,biogeographic,0.9,geography,very_long
The latitude and longitude on a map made against a local datum may not be the same as one obtained from a GPS receiver.,24,map,1.15,geography,medium
"However, most publishers accepted orders from their patrons to have their maps or atlases colored if they wished.",18,maps,0.8,geography,short
"Although this method of charting seems to have existed in China even before this publication and scientist, the greatest significance of the star maps by Su Song is that they represent the oldest existent star maps in printed form.",39,maps,1.25,geography,long
This includes the ability to incorporate positions collected using a laser rangefinder.,12,positions,0.7,geography,short
It was developed as a mainframe-based system in support of federal and provincial resource planning and management.,17,system,0.6,geography,short
The simplest model is to assume the earth is a perfect sphere.,12,earth,0.9,geography,short
"This map's significance draws from historical misconceptions of East Asian cartography, the main one being that East Asians didn't do cartography until Europeans arrived.",24,cartography,1.15,geography,medium
"By combining the knowledge of Africa, the Indian Ocean, Europe, and the Far East (which he learned through contemporary accounts from Arab merchants and explorers) with the information he inherited from the classical geographers, he was able to write detailed descriptions of a multitude of countries.",46,knowledge,1.05,geography,very_long
Another depicts Babylon as being north of the center of the world.,12,Babylon,0.8,geography,short
Web mining is a novel method of collecting spatial data.,10,data,0.7,geography,short
"In this sense, maps can sometimes be said to be biased.",11,biased,0.6,geography,short
"Some scientists think agriculture could be affected by any decrease in stratospheric ozone, which could increase biologically dangerous ultraviolet radiation B. Excess ultraviolet radiation B can directly affect plant physiology and cause massive amounts of mutations, and indirectly through changed pollinator behavior, though such changes are not simple to quantify.",50,radiation,1.25,geography,very_long
"Australia and New Zealand Without further adaptation to climate change, projected impacts would likely be substantial: By 2030, production from agriculture and forestry was projected to decline over much of southern and eastern Australia, and over parts of eastern New Zealand.",41,projected,0.7,geography,very_long
"During the 1950s and 1960s, academic researchers during the quantitative revolution of geography began writing computer programs to perform spatial analysis, especially at the University of Washington and the University of Michigan, but these were also custom programs that were rarely available to other potential users.",46,analysis,0.8,geography,very_long
Color The first use of color in map-making cannot be narrowed down to one reason.,15,map-making,0.9,geography,short
"Subfields include: Electoral geography, Geopolitics, Strategic geography and Military geography Population Population geography is the study of ways in which spatial variations in the distribution, composition, migration, and growth of populations are related to their environment or location.",38,geography,1.35,geography,very_long
"Several elements of data quality are important to GIS data: Accuracy The degree of similarity between a represented measurement and the actual value; conversely, error is the amount of difference between them.",32,data,0.9,geography,long
Modern cartography constitutes many theoretical and practical foundations of geographic information systems (GIS) and geographic information science (GISc).,18,cartography,1.25,geography,short
"However, to later scholars in the field, it was evident that cultural influences dominate map-making.",15,map-making,0.9,geography,short
"In 1960 the world's first true operational GIS was developed in Ottawa, Ontario, Canada, by the federal Department of Forestry and Rural Development.",23,GIS,1.35,geography,medium
Propagation of uncertainty The degree to which the quality of the results of Spatial analysis methods and other processing tools derives from the quality of input data.,27,data,0.8,geography,medium
"Other types of geographic phenomena, such as events (e.g., World War II), processes (e.g., suburbanization), and masses (e.g., soil) are represented less commonly or indirectly, or are modeled in analysis procedures rather than data.",34,geographic,1.25,geography,
"When the new crust forms at mid-ocean ridges, this oceanic lithosphere is initially less dense than the underlying asthenosphere, but it becomes denser with age as it conductively cools and thickens.",31,crust,0.9,geography,long
"The study of bias, influence, and agenda in making a map is what comprise a map's deconstruction.",17,map,1.35,geography,short
"Next, the cartographers experiment with generalization, symbolization, typography, and other map elements to find ways to portray the information so that the map reader can interpret the map as intended.",30,map,0.9,geography,medium
Reverse geocoding is the process of returning an estimated street address number as it relates to a given coordinate.,19,geocoding,0.8,geography,
"They are attached to various operations and numerous applications, that relate to: engineering, planning, management, transport/logistics, insurance, telecommunications, and business.",20,applications,0.7,geography,medium
The audience may be as broad as the general public or as narrow as a single person.,17,audience,1.25,geography,short
Terrain or relief can be shown in a variety of ways (see Cartographic relief depiction).,15,relief,1.15,geography,short
"According to the UN report ""Climate Change and Land: an IPCC special report on climate change, desertification, land degradation, sustainable land management, food security, and greenhouse gas fluxes in terrestrial ecosystems"", food prices will rise by 80% by 2050 which will likely lead to food shortages.",46,food,0.6,geography,very_long
"In the period following World War II, the emergence of process, climatic, and quantitative studies led to a preference by many earth scientists for the term ""geomorphology"" in order to suggest an analytical approach to landscapes rather than a descriptive one.",41,geomorphology,0.8,geography,very_long
"Generalization: All maps must be drawn at a smaller scale than reality, requiring that the information included on a map be a very small sample of the wealth of information about a place.",33,maps,0.9,geography,long
"The IPCC Third Assessment Report, published in 2001, concluded that the poorest countries would be hardest hit, with reductions in crop yields in most tropical and sub-tropical regions due to decreased water availability, and new or changed insect pest incidence.",40,countries,0.8,geography,very_long
"In 1903 the Scripps Institution of Oceanography was founded, followed by Woods Hole Oceanographic Institution in 1930, Virginia Institute of Marine Science in 1938, and later the Lamont-Doherty Earth Observatory at Columbia University, and the School of Oceanography at University of Washington.",42,founded,0.7,geography,very_long
"Another motive for deliberate errors is cartographic ""vandalism"": a mapmaker wishing to leave his or her mark on the work.",20,errors,1.25,geography,short
"By 1915, after having published a first article in 1912, Alfred Wegener was making serious arguments for the idea of continental drift in the first edition of The Origin of Continents and Oceans.",33,continental,0.6,geography,long
"He concluded that tidal forces (the tidal lag or ""friction"") caused by Earth's rotation and the forces acting upon it by the Moon are a driving force for plate tectonics.",30,forces,1.15,geography,long
"Sandy Island in New Caledonia is an example of a fictitious location that stubbornly survives, reappearing on new maps copied from older maps while being deleted from other new editions.",30,maps,0.9,geography,long
"By the end of the 20th century, the rapid growth in various systems had been consolidated and standardized on relatively few platforms and users were beginning to explore viewing GIS data over the Internet, requiring data format and transfer standards.",40,data,0.8,geography,very_long
An example of such an aspect is the well-known behavior that a catchment will respond much more quickly and strongly when it is already wet than when it is dry. Models based on process descriptions.,35,catchment,1.05,geography,long
"Analog aerial photos must be scanned before being entered into a soft-copy system, for high-quality digital cameras this step is skipped.",21,scanned,0.7,geography,medium
"Vagueness or fuzziness The degree to which an aspect (location, property, or time) of a phenomenon is inherently imprecise, rather than the imprecision being in a measured value.",28,imprecise,0.8,geography,medium
This was particularly used for printing contours – drawing these was a labour-intensive task but having them on a separate layer meant they could be worked on without the other layers to confuse the draughtsman.,35,layer,0.7,geography,long
CGIS lasted into the 1990s and built a large digital land resource database in Canada.,15,database,1.25,geography,short
"An Enterprise GIS is intended to be a permanent institution, including a database that is carefully designed to be useful for a variety of projects over many years, and is likely used by many individuals across an enterprise, with some employed full-time just to maintain it.",46,database,0.9,geography,very_long
There are also arguments that color was first used on maps for aesthetics but then evolved into conveying information.,19,maps,1.35,geography,short
"At zones of ocean-to-continent subduction (e.g. the Andes mountain range in South America, and the Cascade Mountains in Western United States), the dense oceanic lithosphere plunges beneath the less dense continent.",31,subduction,0.9,geography,long
Plate movement is thought to be driven by a combination of the motion of the seafloor away from spreading ridges due to variations in topography (the ridge is a topographic high) and density changes in the crust (density increases as newly-formed crust cools and moves away from the ridge).,49,ridge,1.25,geography,very_long
"During the eighteenth and nineteenth centuries, a controversy exported from geology, between supporters of James Hutton (uniformitarianism thesis) and Georges Cuvier (catastrophism) strongly influenced the field of geography, because geography at this time was a natural science.",37,geography,0.8,geography,long
"Tentative ontologies have been developed in areas related to GIS applications, for example the hydrology ontology developed by the Ordnance Survey in the United Kingdom and the SWEET ontologies developed by NASA's Jet Propulsion Laboratory.",35,ontologies,1.15,geography,long
"Some tablets use a mouse-like tool, called a puck, instead of a stylus.",13,stylus,0.7,geography,short
"A geometric network is composed of edges, which are connected at junction points, similar to graphs in mathematics and computer science.",21,connected,0.8,geography,medium
"Data analysis It is difficult to relate wetlands maps to rainfall amounts recorded at different points such as airports, television stations, and schools.",23,recorded,0.7,geography,medium
"Over time, other iterations of this map type arose; most notable are the sinusoidal projection and the Bonne projection.",19,projection,0.9,geography,short
"That is, it is a degree of general doubt, given that it is difficult to know exactly how much error is present in a data set, although some form of estimate may be attempted (a confidence interval being such an estimate of uncertainty).",43,error,1.25,geography,very_long
"The United States Geological Survey has devised multiple new map projections, notably the Space Oblique Mercator for interpreting satellite ground tracks for mapping the surface.",25,mapping,0.8,geography,medium
"For this reason, GIS and location intelligence applications are at the foundation of location-enabled services, that rely on geographic analysis and visualization.",22,geographic,0.9,geography,medium
"This is necessary, under sail, to make use of the southeasterly and northeasterly winds away from the western coast of Africa, up to the northern latitudes where the westerly winds will bring the seafarers towards the western coasts of Europe.",40,winds,1.35,geography,very_long
"Map projections: The foundation of the map is the plane on which it rests (whether paper or screen), but projections are required to flatten the surface of the earth.",29,flatten,1.25,geography,medium
"In 1507, Martin Waldseemüller produced a globular world map and a large 12-panel world wall map (Universalis Cosmographia) bearing the first use of the name ""America"".",26,map,0.9,geography,medium
"For scanned maps, blemishes on the source map may need to be removed from the resulting raster.",17,removed,0.8,geography,short
"Environmental science is an interdisciplinary academic field that integrates physical, biological, and geography (including ecology, biology, physics, chemistry, plant science, zoology, mineralogy, oceanography, limnology, soil science, geology and physical geography, and atmospheric science) to the study of the environment, and the solution of environmental problems.",45,environment,0.9,geography,very_long
The use of satellites and space telescopes now allows researchers to map other planets and moons in outer space.,19,space,0.8,geography,short
Both relief and intaglio were used about equally by the end of the fifteenth century.,15,century,0.6,geography,short
"This means that there is no single standard for data quality, because the necessary degree of quality depends on the scale and purpose of the tasks for which it is to be used.",33,quality,1.25,geography,long
"As a result of this, Tomlinson has become known as the ""father of GIS"", particularly for his use of overlays in promoting the spatial analysis of convergent geographic data.",29,GIS,0.9,geography,medium
"Sensors include cameras, digital scanners and lidar, while platforms usually consist of aircraft and satellites.",15,satellites,1.15,geography,short
"Optical technology, such as the telescope, sextant, and other devices that use telescopes, allowed accurate land surveys and allowed mapmakers and navigators to find their latitude by measuring angles to the North Star at night or the Sun at noon.",40,latitude,0.7,geography,very_long
"The early 20th century saw the development of photozincography, which allowed maps to be split into layers, for example one layer for vegetation and another for water.",27,layers,1.25,geography,medium
"Any type of paper that was available at the time could be used to print the map on, but thicker paper was more durable.",24,paper,0.8,geography,medium
"The term aerology (from Greek ἀήρ, aēr, ""air""; and -λογία, -logia) is sometimes used as an alternative term for the study of Earth's atmosphere; in other definitions, aerology is restricted to the free atmosphere, the region above the planetary boundary layer.",41,atmosphere,0.9,geography,very_long
"Geomorphology (from Ancient Greek: γῆ, gê, ""earth""; μορφή, morphḗ, ""form""; and λόγος, lógos, ""study"") is the scientific study of the origin and evolution of topographic and bathymetric features created by physical, chemical or biological processes operating at or near the Earth's surface.",42,surface,1.25,geography,very_long
"It is an important Earth science, which covers a wide range of topics, including ecosystem dynamics; ocean currents, waves, and geophysical fluid dynamics; plate tectonics and the geology of the sea floor; and fluxes of various chemical substances and physical properties within the ocean and across its boundaries.",48,ocean,0.9,geography,very_long
"Budget analyses Parameter estimation Scaling in time and space Data assimilation Quality control of data – see for example Double mass analysis Prediction Observations of hydrologic processes are used to make predictions of the future behavior of hydrologic systems (water flow, water quality).",43,hydrologic,0.8,geography,very_long
"During the 1920s, 1930s and 1940s, the former reached important milestones proposing that convection currents might have driven the plate movements, and that spreading may have occurred below the sea within the oceanic crust.",34,plate,0.7,geography,long
"The first maps were produced manually, with brushes and parchment; so they varied in quality and were limited in distribution.",20,maps,1.35,geography,short
"Slope, aspect, and surface curvature in terrain analysis are all derived from neighborhood operations using elevation values of a cell's adjacent neighbours.",22,elevation,0.8,geography,medium
"In intaglio, lines are engraved into workable metals, typically copper but sometimes brass.",13,copper,0.6,geography,short
"In the Age of Exploration, from the 15th century to the 17th century, European cartographers both copied earlier maps (some of which had been passed down for centuries) and drew their own, based on explorers' observations and new surveying techniques.",40,cartographers,0.9,geography,long
The puck has a small window with cross-hairs which allows for greater precision and pinpointing map features.,17,precision,1.15,geography,short
"Along with the substantial text he had written, he created a world map influenced mostly by the Ptolemaic conception of the world, but with significant influence from multiple Arab geographers.",30,map,1.25,geography,medium
"In a broader sense, one may consider such a system to also include human users and support staff, procedures and workflows, body of knowledge of relevant concepts and methods, and institutional organizations.",32,system,0.8,geography,long
"Thematic cartography involves maps of specific geographic themes, oriented toward specific audiences.",12,maps,0.9,geography,short
"This has led to a decreased focus on production skill, and an increased focus on quality design, the attempt to craft maps that are both aesthetically pleasing and practically useful for their intended purposes.",34,maps,1.25,geography,long
"When the stress due to the additional volume in the accumulation area increases, the pressure melting point of the ice at its base may be reached, the basal glacier ice will melt and the glacier will surge on a film of meltwater.",42,ice,1.15,geography,very_long
A rating classification factor was also added to permit analysis.,10,analysis,0.6,geography,short
"More recently, a growing number of free, open-source GIS packages run on a range of operating systems and can be customized to perform specific tasks.",25,GIS,0.9,geography,medium
The Werner projection places its standard parallel at the North Pole; a sinusoidal projection places its standard parallel at the equator; and the Bonne projection is intermediate between the two.,30,projection,1.35,geography,long
He was unable to complete it to his satisfaction before he died.,12,died,0.7,geography,short
"While the use of layers much later became one of the main typical features of a contemporary GIS, the photographic process just described is not considered to be a GIS in itself – as the maps were just images with no database to link them to.",46,GIS,1.35,geography,very_long
"An example of this understanding is that ""[European reproduction of terrain on maps] reality can be expressed in mathematical terms; that systematic observation and measurement offer the only route to cartographic truth…"".",32,maps,0.8,geography,long
